Symbol,Company Name,Current Price,PE,Market Capital,FFMC,Outstanding Shares,Basic Industry,Industry,Macro,Sectoral Index,Sectoral PE,Status
NITCO,Nitco Limited,21.9,0,15737.11,7396.4422382,71858955,Ceramics,Ceramics,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
BHARATGEAR,Bharat Gears Limited,118.45,9.15,18188.07,8239.9079993,15355058,Auto Components & Equipments,Auto Components & Equipments,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
PILITA,PIL ITALICA LIFESTYLE LIMITED,7.1,68.07,16685,8283.75,235000000,Plastic Products - Consumer,Plastic Products - Consumer,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
BEDMUTHA,Bedmutha Industries Limited,55.6,14.46,17938.72,4367.2393382,32263884,Iron & Steel Products,Iron & Steel Products,Industrials,NIFTY METAL                                       ,12.23,Active
EMKAY,Emkay Global Financial Services Limited,66.3,14.18,16336.47,4108.7583525,24640230,Stockbroking & Allied,Stockbroking & Allied,Financial Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
RNAVAL,Reliance Naval and Engineering Limited,2.35,0,17333.39,13571.6792392,737591263,Ship Building & Allied Services,Ship Building & Allied Services,Industrials,NIFTY INFRASTRUCTURE                              ,21.24,Active
INDOTECH,Indo Tech Transformers Limited,185.5,15.68,19700.1,4926.3525,10620000,Heavy Electrical Equipment,Heavy Electrical Equipment,Industrials,NIFTY 500                                         ,21.73,Active
RUCHINFRA,Ruchi Infrastructure Limited,9.1,5.04,18676.83,6350.123805499999,205239942,Diversified Commercial Services,Diversified Commercial Services,Services,NIFTY 500                                         ,21.73,Active
XELPMOC,Xelpmoc Design And Tech Limited,128.75,0,18705.33,8671.2832991,14528413,Software Products,Software Products,Information Technology,NIFTY IT,26.74,Active
SGIL,Synergy Green Industries Limited,121.3,NA,17139.69,4472.8515,14130000,Castings & Forgings,Castings & Forgings,Industrials,NA,NA,Active
MADHAVBAUG,Vaidya Sane Ayurved Laboratories Limited,218,NA,22919.32,5959.02346,10513450,Medical Equipment & Supplies,Medical Equipment & Supplies,Healthcare,NA,NA,Active
SMSLIFE,SMS Lifesciences India Limited,545.5,8.53,16492.03,4954.8650643,3023287,Pharmaceuticals,Pharmaceuticals,Healthcare,NIFTY PHARMA                                      ,31.02,Active
TRF,TRF Limited,160,1.71,17607.06,11660.605087599999,11004412,Industrial Products,Industrial Products,Industrials,NIFTY 500                                         ,21.73,Active
LOKESHMACH,Lokesh Machines Limited,112.95,21.41,20214.4,9450.299914700001,17896770,Industrial Products,Industrial Products,Industrials,NIFTY 500                                         ,21.73,Active
SMLT,Sarthak Metals Limited,179.7,NA,24600.48,5372.95308,13689750,Iron & Steel Products,Iron & Steel Products,Industrials,NA,NA,Active
IL&FSENGG,IL&FS Engineering and Construction Company Limited,12.5,0,16390.13,9506.278155,131121078,Civil Construction,Civil Construction,Industrials,NIFTY INFRASTRUCTURE                              ,21.24,Active
PAR,Par Drugs And Chemicals Limited,147,NA,18087.81,4691.6346604,12304636,Pharmaceuticals,Pharmaceuticals,Healthcare,NA,NA,Active
IITL,Industrial Investment Trust Limited,92.55,0,20867.76,11583.880785,22547550,Non Banking Financial Company (NBFC),Non Banking Financial Company (NBFC),Financial Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,107.9,51.34,15267.96,5455.712556,14150100,Other Financial Services,Other Financial Services,Financial Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
TTL,T T Limited,73.95,0,15897.81,6491.6586683000005,21498050,Other Textile Products,Other Textile Products,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
ALMONDZ,Almondz Global Securities Limited,64.05,79.67,16579.32,4649.4577725,25884967,Stockbroking & Allied,Stockbroking & Allied,Financial Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
ASPINWALL,Aspinwall and Company Limited,216,5.86,16887.5,5958.473650599999,7818288,Logistics Solution Provider,Logistics Solution Provider,Services,NIFTY 500                                         ,21.73,Active
ELGIRUBCO,Elgi Rubber Company Limited,33.75,4.96,16891.88,5964.70875,50050000,Rubber,Rubber,Industrials,NIFTY 500                                         ,21.73,Active
PRITI,Priti International Limited,154,NA,17893,3764.8488368,11618828,Furniture Home Furnishing,Furniture Home Furnishing,Consumer Discretionary,NA,NA,Active
MODIRUBBER,Modi Rubber Limited,66,7,16526.75,2317.2508313,25040532,Tyres & Rubber Products,Tyres & Rubber Products,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
KRISHNADEF,Krishna Defence and Allied Industries Limited,159.25,NA,18230.94,4922.3538,11448000,Aerospace & Defense,Aerospace & Defense,Industrials,NA,NA,Active
VISASTEEL,Visa Steel Limited,12.4,0,14357.9,5168.84328,115789500,Iron & Steel,Iron & Steel,Commodities,NIFTY METAL                                       ,12.23,Active
PASHUPATI,Pashupati Cotspin Limited,110,NA,16812.4,3530.604,15284000,,NA,,NA,NA,Active
A2ZINFRA,A2Z Infra Engineering Limited,6.85,0,12064.21,8813.0376943,176119858,Civil Construction,Civil Construction,Industrials,NIFTY 500                                         ,21.73,Active
SPTL,Sintex Plastics Technology Limited,2.3,0,14631.32,12875.563587,636144446,Plastic Products - Industrial,Plastic Products - Industrial,Industrials,NIFTY 500                                         ,21.73,Active
WORTH,Worth Peripherals Limited,104,NA,16381.04,4236.54647,15751000,Packaging,Packaging,Industrials,NA,NA,Active
AARON,Aaron Industries Limited,184,NA,18480.85,4669.1761426,10043939,Industrial Products,Industrial Products,Industrials,NA,NA,Active
COMPINFO,Compuage Infocom Limited,15.95,4.12,13680.01,7797.6035386,85768064,Computers Hardware & Equipments,Computers Hardware & Equipments,Information Technology,NIFTY IT                                          ,26.74,Active
TIRUPATI,Shree Tirupati Balajee FIBC Limited,162.8,NA,16491.71,4782.5944848,10130040,Plastic Products - Industrial,Plastic Products - Industrial,Industrials,NA,NA,Active
SIKKO,Sikko Industries Limited,74,NA,12432,3639.384,16800000,Pesticides & Agrochemicals,Pesticides & Agrochemicals,Commodities,NA,NA,Active
EMMBI,Emmbi Industries Limited,92.1,14.2,16292.72,6607.4852775,17690250,Packaging,Packaging,Industrials,NIFTY 500                                         ,21.73,Active
ANMOL,Anmol India Limited,180.9,NA,20591.54,8802.9684947,11382830,Trading - Coal,Trading - Coal,Energy,NA,NA,Active
JOCIL,Jocil Limited,170.9,19.42,15177.89,6210.188543300001,8881150,Commodity Chemicals,Commodity Chemicals,Commodities,NIFTY 500                                         ,21.73,Active
BYKE,The Byke Hospitality Ltd,41,174.26,16440.1,8649.496438,40097800,Hotels & Resorts,Hotels & Resorts,Consumer Discretionary,NIFTY FINANCIAL SERVICES                          ,17.31,Active
ALPHAGEO,Alphageo (India) Limited,236.1,6.62,15027.21,8118.1330132,6364767,Offshore Support Solution Drilling,Offshore Support Solution Drilling,Energy,NIFTY 500                                         ,21.73,Active
KBCGLOBAL,KBC Global Limited,2.7,NA,16605,14446.35,615000021,Residential Commercial Projects,Residential Commercial Projects,Consumer Discretionary,NA,NA,Active
ZODIAC,Zodiac Energy Limited,99.65,NA,14582.22,3741.9169424,14633440,Civil Construction,Civil Construction,Industrials,NA,NA,Active
CEREBRAINT,Cerebra Integrated Technologies Limited,10.85,20.34,13148.73,12622.7839651,121186482,Computers Hardware & Equipments,Computers Hardware & Equipments,Information Technology,NIFTY IT                                          ,26.74,Active
TEXMOPIPES,Texmo Pipes and Products Limited,50.05,23.12,14612.1,8166.4254,29195000,Plastic Products - Industrial,Plastic Products - Industrial,Industrials,NIFTY METAL                                       ,12.23,Active
GOLDSTAR,Goldstar Power Limited,11.9,NA,13749.07,6187.08132,115538400,,NA,,NA,NA,Active
RHFL,Reliance Home Finance Limited,2.95,0,14309.24,7290.1402507,485058818,Housing Finance Company,Housing Finance Company,Financial Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
ARTNIRMAN,Art Nirman Limited,60,NA,14973.6,4019.66292,24956000,Residential Commercial Projects,Residential Commercial Projects,Consumer Discretionary,NA,NA,Active
DJML,DJ Mediaprint & Logistics Limited,142.95,NA,15478.4,6843.844550399999,10827840,Logistics Solution Provider,Logistics Solution Provider,Services,NA,NA,Active
GOLDTECH,Goldstone Technologies Limited,50.15,80.26,17342.91,7600.446465499999,34582066,Computers - Software & Consulting,Computers - Software & Consulting,Information Technology,NIFTY IT                                          ,26.74,Active
GAYAPROJ,Gayatri Projects Limited,7.55,0,14133.5,13248.986930899999,187198685,Civil Construction,Civil Construction,Industrials,NIFTY INFRASTRUCTURE                              ,21.24,Active
GILLANDERS,Gillanders Arbuthnot & Company Limited,65.6,5.37,14000.58,4346.7956098,21342346,Other Textile Products,Other Textile Products,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
OBCL,Orissa Bengal Carrier Limited,50.7,NA,10688.97,3168.743337,21082790,Logistics Solution Provider,Logistics Solution Provider,Services,NA,NA,Active
BEWLTD,BEW Engineering Limited,640,NA,16516.27,4459.392576,2580667,Industrial Products,Industrial Products,Industrials,NA,NA,Active
WEIZMANIND,Weizmann Limited,93.25,20.49,14788.54,2814.3418667,15859021,Trading - Textile Products,Trading - Textile Products,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
AKSHOPTFBR,Aksh Optifibre Limited,9,10,14642.82,10601.399790399999,162697971,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,Telecommunication,NIFTY 500                                         ,21.73,Active
UMAEXPORTS,Uma Exports Limited,44,NA,14876.33,3793.1248277,33809830,Trading & Distributors,Trading & Distributors,Services,NA,NA,Active
WANBURY,Wanbury Limited,37.85,1.78,12379.03,7434.9562452,32705498,Pharmaceuticals,Pharmaceuticals,Healthcare,NIFTY PHARMA                                      ,31.02,Active
YAARI,Yaari Digital Integrated Services Limited,13.3,NA,10647.84,6292.6333914,80058949,Diversified Commercial Services,Diversified Commercial Services,Services,NA,NA,Active
COMPUSOFT,Compucom Software Limited,17.25,16.05,13649.09,3402.3830839999996,79125188,Education,Education,Consumer Discretionary,NIFTY IT                                          ,26.74,Active
ASCOM,Ascom Leasing & Investments Limited,293.3,NA,34357.69,8932.9993844,11714180,Non Banking Financial Company (NBFC),Non Banking Financial Company (NBFC),Financial Services,NA,NA,Active
LOTUSEYE,Lotus Eye Hospital and Institute Limited,63,33.36,13101.69,5375.955286699999,20796330,Hospital,Hospital,Healthcare,NIFTY PHARMA                                      ,31.02,Active
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,190,0,14770.33,6783.623968,7773858,Cement & Cement Products,Cement & Cement Products,Commodities,NIFTY 500                                         ,21.73,Active
SHIVATEX,Shiva Texyarn Limited,114,0,14777.49,3885.9621031,12962713,Other Textile Products,Other Textile Products,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
ASIANHOTNR,Asian Hotels (North) Limited,68.5,0,13325.46,5487.3668363,19453229,Hotels & Resorts,Hotels & Resorts,Consumer Discretionary,NIFTY SERVICES SECTOR                             ,19.96,Active
JMA,Jullundur Motor Agency (Delhi) Limited,65.25,5.97,14903.79,7224.5111749,22841054,Trading - Auto Components,Trading - Auto Components,Consumer Discretionary,NIFTY AUTO                                        ,32.25,Active
RANEENGINE,Rane Engine Valve Limited,212.05,0,14247.62,6438.6420588,6718992,Auto Components & Equipments,Auto Components & Equipments,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
DCI,Dc Infotech And Communication Limited,115.5,NA,13860,5503.2,12000000,Computers Hardware & Equipments,Computers Hardware & Equipments,Information Technology,NA,NA,Active
SETCO,Setco Automotive Limited,8.05,0,10768.27,4442.4112028,133767275,Auto Components & Equipments,Auto Components & Equipments,Consumer Discretionary,NIFTY AUTO                                        ,32.25,Active
INTENTECH,Intense Technologies Limited,67,9.46,15046.16,11435.078430799998,22456949,Software Products,Software Products,Information Technology,NIFTY IT                                          ,26.74,Active
RVHL,Ravinder Heights Limited,23.8,NA,14577.68,3560.1996113,61250746,Residential Commercial Projects,Residential Commercial Projects,Consumer Discretionary,NA,NA,Active
3RDROCK,3rd Rock Multimedia Limited,0.0,0.0,,,0,NA,NA,NA,NA,0.0,NA
ALANKIT,Alankit Limited,9.05,0,20322.51,5456.76183,224558100,Diversified Commercial Services,Diversified Commercial Services,Services,NIFTY 500                                         ,21.73,Active
ASTRON,Astron Paper & Board Mill Limited,25.65,0,11927.25,8825.7,46500000,Paper & Paper Products,Paper & Paper Products,Commodities,NIFTY 500                                         ,21.73,Active
DCM,DCM  Limited,72.25,19.07,13494.67,6906.0976928,18677749,IT Enabled Services,IT Enabled Services,Information Technology,NIFTY 500                                         ,21.73,Active
INDOWIND,Indowind Energy Limited,12.5,209.85,15704.76,8637.618,125638080,Power Generation,Power Generation,Utilities,NIFTY 500                                         ,21.73,Active
AKSHAR,Akshar Spintex Limited,70.25,NA,17561.8,7200.336975,24999000,Other Textile Products,Other Textile Products,Consumer Discretionary,NA,NA,Active
URAVI,Uravi T and Wedge Lamps Limited,142.5,NA,15675,4232.25,11000000,,NA,,NA,NA,Active
RPPINFRA,R.P.P. Infra Projects Limited,40.15,18.35,14916.79,7267.0610784,37152664,Civil Construction,Civil Construction,Industrials,NIFTY INFRASTRUCTURE                              ,21.24,Active
SURANAT&P,Surana Telecom and Power Limited,9.7,12.07,13168.72,3275.2091074,135759963,Power Generation,Power Generation,Utilities,NIFTY 500                                         ,21.73,Active
BALLARPUR,Ballarpur Industries Limited,0.85,0,10994.37,10664.5427082,1293455756,Paper & Paper Products,Paper & Paper Products,Commodities,NIFTY 500                                         ,21.73,Active
SITINET,Siti Networks Limited,1.05,0,9156.57,8607.1714798,872053848,TV Broadcasting & Software Production,TV Broadcasting & Software Production,Consumer Discretionary,NIFTY MEDIA                                       ,0,Active
IRIS,Iris Business Services Limited,77.7,NA,15043.62,9318.9878825,19361162,IT Enabled Services,IT Enabled Services,Information Technology,NA,NA,Active
SVLL,Shree Vasu Logistics Limited,130,NA,14905.8,4024.566,11466000,,NA,,NA,NA,Active
AVROIND,AVRO INDIA LIMITED,131.25,NA,13239.71,3308.6672,10087400,Plastic Products - Consumer,Plastic Products - Consumer,Consumer Discretionary,NA,NA,Active
SOFTTECH,Softtech Engineers Limited,168,NA,17062.11,6735.4216839,10156020,Computers - Software & Consulting,Computers - Software & Consulting,Information Technology,NA,NA,Active
VAISHALI,Vaishali Pharma Limited,166.05,NA,17511.99,12810.6958554,10546213,Pharmaceuticals,Pharmaceuticals,Healthcare,NA,NA,Active
BTML,Bodhi Tree Multimedia Limited,169.55,NA,21186.97,13885.2428,12496000,Digital Entertainment,Digital Entertainment,Consumer Discretionary,NA,NA,Active
TEMBO,Tembo Global Industries Limited,162.9,NA,18088,5027.332039,11103746,Iron & Steel Products,Iron & Steel Products,Industrials,NA,NA,Active
NOIDATOLL,Noida Toll Bridge Company Limited,7.05,0,13126.75,9713.793254299999,186195002,Road Assets￢ﾀﾓToll Annuity Hybrid-Annuity,Road Assets￢ﾀﾓToll Annuity Hybrid-Annuity,Services,NIFTY INFRASTRUCTURE                              ,21.24,Active
JHS,JHS Svendgaard Laboratories Limited,16.55,0,10741.03,5619.082259700001,64900465,Personal Care,Personal Care,Fast Moving Consumer Goods,NIFTY PHARMA                                      ,31.02,Active
ARCHIDPLY,Archidply Industries Limited,59.1,9.35,11740.22,3480.348,19865000,Plywood Boards/ Laminates,Plywood Boards/ Laminates,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
KSHITIJPOL,Kshitij Polyline Limited,21.55,NA,10915.58,4704.588410400001,50652330,Printing Inks,Printing Inks,Commodities,NA,NA,Active
INDBANK,Indbank Merchant Banking Services Limited,24.6,14.49,10917.04,3828.729205,44378200,Stockbroking & Allied,Stockbroking & Allied,Financial Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
BHAGYANGR,Bhagyanagar India Limited,48.55,34.7,15533.57,4047.04755,31995000,Copper,Copper,Commodities,NIFTY METAL                                       ,12.23,Active
BALPHARMA,Bal Pharma Limited,72.85,16.32,11430.07,5433.716471000001,15689872,Pharmaceuticals,Pharmaceuticals,Healthcare,NIFTY PHARMA                                      ,31.02,Active
ARVEE,Arvee Laboratories (India) Limited,97.5,NA,10744.5,2782.1092,11020000,Specialty Chemicals,Specialty Chemicals,Commodities,NA,NA,Active
VINNY,Vinny Overseas Limited,13.4,NA,15314.71,8728.0265912,114288844,Garments & Apparels,Garments & Apparels,Consumer Discretionary,NA,NA,Active
NPST,Network People Services Technologies Limited,381,NA,24620.22,7633.26981,6462000,Other Financial Services,Other Financial Services,Financial Services,NA,NA,Active
PRITIKAUTO,Pritika Auto Industries Limited,15.95,NA,14143.26,7308.38745,88672500,Auto Components & Equipments,Auto Components & Equipments,Consumer Discretionary,NA,NA,Active
RELCHEMQ,Reliance Chemotex Industries Limited,166.5,NA,12560.03,4054.2124987,7543563,Other Textile Products,Other Textile Products,Consumer Discretionary,NA,NA,Active
PROPEQUITY,P. E. Analytics Limited,164.95,NA,17290.23,4331.9391201,10482104,Real Estate related services,Real Estate related services,Consumer Discretionary,NA,NA,Active
STARTECK,Starteck Finance Limited,130.55,NA,12937.94,3636.4964901999997,9910330,Non Banking Financial Company (NBFC),Non Banking Financial Company (NBFC),Financial Services,NA,NA,Active
SALONA,Salona Cotspin Limited,231,7.76,12156.14,4150.086512,5262400,Other Textile Products,Other Textile Products,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
MANAKALUCO,Manaksia Aluminium Company Limited,20.9,18,13696.62,3680.392248,65534050,Aluminium,Aluminium,Commodities,NIFTY METAL                                       ,12.23,Active
PALASHSECU,Palash Securities Limited,105.25,43.81,10528.26,2959.1176336000003,10003102,Packaged Foods,Packaged Foods,Fast Moving Consumer Goods,NIFTY FINANCIAL SERVICES                          ,17.31,Active
AVG,AVG Logistics Limited,172,NA,20253.47,7898.8517868,11775271,,NA,,NA,NA,Active
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,272,13.91,13590.66,6801.5754675,4996566,Tea & Coffee,Tea & Coffee,Fast Moving Consumer Goods,NIFTY 500                                         ,21.73,Active
SMARTLINK,Smartlink Holdings Limited,147.3,5.11,14693.18,4400.47125,9975000,Computers Hardware & Equipments,Computers Hardware & Equipments,Information Technology,NIFTY IT                                          ,26.74,Active
LEMERITE,Le Merite Exports Limited,53,NA,12444.93,3360.1311,23481000,Other Textile Products,Other Textile Products,Consumer Discretionary,NA,NA,Active
LEXUS,Lexus Granito (India) Limited,63.75,NA,12234.09,3547.8850995,19190724,Ceramics,Ceramics,Consumer Discretionary,NA,NA,Active
NILASPACES,Nila Spaces Limited,2.75,0,10831.95,4116.14214,393889200,Residential Commercial Projects,Residential Commercial Projects,Consumer Discretionary,NIFTY INFRASTRUCTURE,21.24,Active
SHIGAN,Shigan Quantum Technologies Limited,81.5,NA,14030.14,3591.888885,17214900,Auto Components & Equipments,Auto Components & Equipments,Consumer Discretionary,NA,NA,Active
REMSONSIND,Remsons Industries Limited,214.5,16.22,12255.15,3060.9310127999997,5713357,Auto Components & Equipments,Auto Components & Equipments,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
PODDARHOUS,Poddar Housing and Development Limited,104.9,0,6624.85,2583.693294,6315400,Residential Commercial Projects,Residential Commercial Projects,Consumer Discretionary,NIFTY REALTY                                      ,38.26,Active
GENCON,Generic Engineering Construction and Projects Limited,64.1,NA,27011.3,11875.6992169,42139306,Residential Commercial Projects,Residential Commercial Projects,Consumer Discretionary,NA,NA,Active
NDGL,Naga Dhunseri Group Limited,1305.1,0,13051,3419.39,1000000,Non Banking Financial Company (NBFC),Non Banking Financial Company (NBFC),Financial Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
LASA,Lasa Supergenerics Limited,24.45,0,12249.75,6859.8616439,50101239,Pharmaceuticals,Pharmaceuticals,Healthcare,NIFTY PHARMA                                      ,31.02,Active
NIRAJ,Niraj Cement Structurals Limited,28.55,NA,11464.34,2067.194844,40155300,Civil Construction,Civil Construction,Industrials,NA,NA,Active
INDIANCARD,Indian Card Clothing Company Limited,215.15,0.66,12782.32,4248.5543232,5941120,Other Textile Products,Other Textile Products,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
UMANGDAIRY,Umang Dairies Limited,57.2,0,12585.83,3157.4592,22003200,Dairy Products,Dairy Products,Fast Moving Consumer Goods,NIFTY 500                                         ,21.73,Active
CORALFINAC,Coral India Finance & Housing Limited,32.5,7.89,13098.22,3249.3668906,40302225,Diversified Commercial Services,Diversified Commercial Services,Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
IL&FSTRANS,IL&FS Transportation Networks Limited,3.75,0,12336,3241.9010661,328960027,Civil Construction,Civil Construction,Industrials,NIFTY INFRASTRUCTURE                              ,21.24,Active
SRPL,Shree Ram Proteins Limited,56.7,NA,12145.14,6546.8088,21420000,Edible Oil,Edible Oil,Fast Moving Consumer Goods,NA,NA,Active
PANSARI,Pansari Developers Limited,100.45,NA,17525.31,4556.580756,17446800,Residential Commercial Projects,Residential Commercial Projects,Consumer Discretionary,NA,NA,Active
HILTON,Hilton Metal Forging Limited,115.55,13.45,24265.5,10584.42,21000000,Castings & Forgings,Castings & Forgings,Industrials,NIFTY 500                                         ,21.73,Active
AHLADA,Ahlada Engineers Limited,95.35,NA,12320.17,4897.059,12921000,Furniture Home Furnishing,Furniture Home Furnishing,Consumer Discretionary,NA,NA,Active
ALPA,Alpa Laboratories Limited,59.15,29.07,12445.51,5306.334117,21040600,Pharmaceuticals,Pharmaceuticals,Healthcare,NIFTY PHARMA                                      ,31.02,Active
ALKALI,Alkali Metals Limited,111.7,49.91,11373.86,3395.3566256999998,10182506,Specialty Chemicals,Specialty Chemicals,Commodities,NIFTY 500                                         ,21.73,Active
SUNDARAM,Sundaram Multi Pap Limited,2.35,20.46,11136.13,7847.4159209,473877773,Stationary,Stationary,Fast Moving Consumer Goods,NIFTY 500                                         ,21.73,Active
CAPTRUST,Capital Trust Limited,75,0,12271.06,1802.6188975999999,16361415,Non Banking Financial Company (NBFC),Non Banking Financial Company (NBFC),Financial Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
PARIN,Parin Furniture Limited,110.5,NA,12285.39,3317.0553,11118000,,NA,,NA,NA,Active
IVP,IVP Limited,126.2,4.93,13031.74,3792.6815060000004,10326263,Commodity Chemicals,Commodity Chemicals,Commodities,NIFTY PHARMA                                      ,31.02,Active
BAHETI,Baheti Recycling Industries Limited,93.5,NA,9694.58,2617.5353985,10368530,Aluminium Copper & Zinc Products,Aluminium Copper & Zinc Products,Industrials,NA,NA,Active
SUNDRMBRAK,Sundaram Brake Linings Limited,299.9,0,11799.79,3986.51139,3934575,Auto Components & Equipments,Auto Components & Equipments,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
SALSTEEL,S.A.L. Steel Limited,16.95,16.97,14401.86,7056.9092685000005,84966700,Sponge Iron,Sponge Iron,Commodities,NIFTY METAL                                       ,12.23,Active
SHAHALLOYS,Shah Alloys Limited,50.65,2.63,10027.45,4621.735713,19797540,Iron & Steel Products,Iron & Steel Products,Industrials,NIFTY METAL                                       ,12.23,Active
AJRINFRA,AJR INFRA AND TOLLING LIMITED,0.95,NA,8947.39,7068.4395836,941830724,Civil Construction,Civil Construction,Industrials,NA,NA,Active
BLBLIMITED,BLB Limited,23.35,25.49,12344.04,3687.3517455,52865258,Investment Company,Investment Company,Financial Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
SPECTRUM,Spectrum Electrical Industries Limited,330,NA,49895.47,8482.23024,15119840,Industrial Products,Industrial Products,Industrials,NA,NA,Active
GTL,GTL Limited,5.7,3.46,8965.92,7710.6882046,157296781,Other Telecom Services,Other Telecom Services,Telecommunication,NIFTY INFRASTRUCTURE                              ,21.24,Active
NECCLTD,North Eastern Carrying Corporation Limited,18.4,15.51,9236.31,4352.8619912,50197336,Logistics Solution Provider,Logistics Solution Provider,Services,NIFTY INFRASTRUCTURE                              ,21.24,Active
GANGESSECU,Ganges Securities Limited,106.1,11.04,10613.91,3369.2417816,10003687,Investment Company,Investment Company,Financial Services,NIFTY FINANCIAL SERVICES                          ,17.31,Active
AIROLAM,Airo Lam limited,73.45,NA,11018.97,5118.98244,15002000,Plywood Boards/ Laminates,Plywood Boards/ Laminates,Consumer Discretionary,NA,NA,Active
ATLANTA,Atlanta  Limited,10.6,0,8639,3196.43,81500000,Civil Construction,Civil Construction,Industrials,NIFTY INFRASTRUCTURE                              ,21.24,Active
CCHHL,Country Club Hospitality & Holidays Limited,6.95,56.65,11360.8,2975.058177,163464735,Hotels & Resorts,Hotels & Resorts,Consumer Discretionary,NIFTY SERVICES SECTOR                             ,19.96,Active
SPMLINFRA,SPML Infra Limited,25,60.43,11355.75,5904.98948,45422996,Civil Construction,Civil Construction,Industrials,NIFTY INFRASTRUCTURE                              ,21.24,Active
NGIL,Nakoda Group of Industries Limited,58.5,NA,6513.68,2498.1642563,11134500,Packaged Foods,Packaged Foods,Fast Moving Consumer Goods,NA,NA,Active
SECURCRED,SecUR Credentials Limited,31.8,NA,13057.96,13140.0832,41062760,Diversified Commercial Services,Diversified Commercial Services,Services,NA,NA,Active
KAPSTON,Kapston Services Limited,137,NA,13897.36,2270.6466142,10144061,Diversified Commercial Services,Diversified Commercial Services,Services,NA,NA,Active
MUKTAARTS,Mukta Arts Limited,50.25,5.16,11349.06,3291.22827,22585200,Education,Education,Consumer Discretionary,NIFTY MEDIA                                       ,0,Active
AKG,Akg Exim Limited,30.6,NA,9723.63,3688.9427078,31776576,Trading & Distributors,Trading & Distributors,Services,NA,NA,Active
GOLDENTOBC,Golden Tobacco Limited,55.5,37.07,9772.89,4397.7982995,17608802,Residential Commercial Projects,Residential Commercial Projects,Consumer Discretionary,NIFTY FMCG                                        ,39.82,Active
OMAXAUTO,Omax Autos Limited,51,9.5,10899.32,4776.893529800001,21371213,Auto Components & Equipments,Auto Components & Equipments,Consumer Discretionary,NIFTY AUTO                                        ,32.25,Active
MANAKCOAT,Manaksia Coated Metals & Industries Limited,16.4,19.28,10747.58,3568.3290225,65534050,Iron & Steel Products,Iron & Steel Products,Industrials,NIFTY 500                                         ,21.73,Active
DAMODARIND,Damodar Industries Limited,45.4,16.67,10578.2,3064.2995,23300000,Other Textile Products,Other Textile Products,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
MAHASTEEL,Mahamaya Steel Industries Limited,59.95,22.22,9852.42,2649.060936,16434400,Iron & Steel Products,Iron & Steel Products,Industrials,NIFTY METAL                                       ,12.23,Active
MRO-TEK,MRO-TEK Realty Limited,58.5,0,10930.49,2709.26729,18684602,Computers Hardware & Equipments,Computers Hardware & Equipments,Information Technology,NIFTY 500                                         ,21.73,Active
GAL,Gyscoal Alloys Limited,2.65,0,8808.03,5460.981646699999,332378676,Iron & Steel Products,Iron & Steel Products,Industrials,NIFTY METAL                                       ,12.23,Active
SIMBHALS,Simbhaoli Sugars Limited,20.95,0,8647.95,4025.7364255,41279020,Sugar,Sugar,Fast Moving Consumer Goods,NIFTY FMCG                                        ,39.82,Active
AMDIND,AMD Industries Limited,49.8,5.45,9545.04,3137.2134763,19166749,Packaging,Packaging,Industrials,NIFTY 500                                         ,21.73,Active
VMARCIND,V Marc India Limited,46.8,NA,10663.71,3257.2152432,22785696,,NA,,NA,NA,Active
FSC,Future Supply Chain Solutions Limited,17.3,0,7591.86,2303.888895,43883598,Logistics Solution Provider,Logistics Solution Provider,Services,NIFTY 500                                         ,21.73,Active
PIONEEREMB,Pioneer Embroideries Limited,32.75,10.23,8705.83,5026.2554033999995,26582692,Other Textile Products,Other Textile Products,Consumer Discretionary,NIFTY 500                                         ,21.73,Active
